sku,qty,disco
CQ-129266,4,F
CQ-129273,5,F
CQ-129280,4,F
CQ-129297,4,F
CQ-129389,12,F
CQ-129402,7,F
CQ-129426,3,F
CQ-129433,6,F
CQ-129440,4,F
CQ-129457,4,F
CQ-129464,4,F
CQ-129471,5,F
CQ-129488,6,F
CQ-129495,6,F
CQ-129501,2,F
CQ-129518,5,F
CQ-129525,2,F
CQ-129532,6,F
CQ-129549,4,F
CQ-129556,5,F
CQ-129563,13,F
CQ-129570,3,F
CQ-129587,6,F
CQ-129594,2,F
CQ-129600,4,F
CQ-129617,8,F
CQ-129624,4,F
CQ-129631,4,F
CQ-129648,0,F
CQ-129655,6,F
CQ-129662,4,F
CQ-129679,3,F
CQ-129693,13,F
CQ-129709,5,F
CQ-129716,6,F
CQ-129723,6,F
CQ-129730,4,F
CQ-129747,2,F
CQ-129754,1,F
CQ-129761,1,F
CQ-129778,0,F
CQ-129785,14,F
CQ-129792,2,F
CQ-129808,1,F
CQ-129815,1,F
CQ-129822,6,F
CQ-129839,2,F
CQ-129846,1,F
CQ-129853,2,F
CQ-129860,0,F
CQ-129877,4,F
CQ-129884,6,F
CQ-129891,6,F
CQ-129907,6,F
CQ-129914,5,F
CQ-129921,5,F
CQ-129938,5,F
CQ-129945,3,F
CQ-129952,3,F
CQ-130002,6,F
CQ-130026,4,F
CQ-130040,5,F
CQ-130057,6,F
CQ-130064,0,F
CQ-130071,4,F
CQ-130088,6,F
CQ-130095,0,F
CQ-130101,4,F
CQ-130118,4,F
CQ-130125,5,F
CQ-130149,0,F
CQ-130156,2,F
CQ-130170,6,F
CQ-130187,5,F
CQ-130194,0,F
CQ-130200,3,F
CQ-130293,5,F
CQ-130309,6,F
CQ-130316,6,F
CQ-130323,2,F
CQ-130330,5,F
CQ-130347,3,F
CQ-130354,6,F
CQ-130361,5,F
CQ-130378,5,F
CQ-130385,5,F
CQ-130392,5,F
CQ-130408,6,F
CQ-130415,4,F
CQ-130422,12,F
CQ-130798,11,F
CQ-130804,10,F
CQ-131177,3,F
CQ-131184,4,F
CQ-131290,13,F
CQ-131306,16,F
CQ-131313,7,F
CQ-131320,8,F
CQ-131337,5,F
CQ-131344,8,F
CQ-131375,7,F
CQ-131382,5,F
CQ-131436,7,F
CQ-131443,7,F
CQ-131474,16,F
CQ-131481,13,F
CQ-131498,15,F
CQ-131535,10,F
CQ-131542,10,F
CQ-131559,11,F
CQ-131566,12,F
CQ-131573,10,F
CQ-131580,10,F
CQ-131610,9,F
CQ-131627,6,F
CQ-131634,12,F
CQ-131641,11,F
CQ-131658,11,F
CQ-131665,11,F
CQ-132242,5,F
CQ-132273,9,F
CQ-132280,7,F
CQ-132297,12,F
CQ-132303,1,F
CQ-132310,6,F
CQ-132327,33,F
CQ-132341,29,F
CQ-132358,8,F
CQ-132365,8,F
CQ-134451,11,F
CQ-134468,12,F
CQ-134581,11,F
CQ-134703,10,F
CQ-134710,10,F
CQ-134765,10,F
CQ-134772,7,F
CYR-030963,0,T
CYR-030994,0,F
CYR-031007,0,F
CYR-031014,7,F
CYR-031021,7,F
CYR-031038,2,F
CYR-031045,1,T
CYR-031052,3,F
CYR-031069,1,T
CYR-031076,0,T
CYR-031083,0,T
CYR-031090,0,T
CYR-031113,0,T
CYR-031120,1,T
CYR-031137,0,T
CYR-031144,2,T
CYR-031151,4,T
CYR-031168,1,F
CYR-031175,1,T
CYR-031182,0,T
CYR-031199,0,T
CYR-031205,6,F
CYR-031212,6,T
CYR-031281,0,T
CYR-031304,0,T
CYR-031311,0,T
CYR-031328,0,T
CYR-031342,0,T
CYR-031359,0,T
CYR-031366,0,T
CYR-031380,0,T
CYR-031397,1,F
CYR-031403,6,F
CYR-031410,6,F
CYR-031427,0,T
CYR-031434,0,T
CYR-031441,0,T
CYR-031458,0,T
CYR-031465,29,F
CYR-031472,4,F
CYR-031489,12,F
CYR-031496,6,F
CYR-031502,12,F
CYR-031519,19,F
CYR-031526,0,T
CYR-031533,0,T
CYR-031540,12,F
CYR-031571,12,F
CYR-031588,12,F
CYR-031595,5,F
CYR-031601,4,F
CYR-031618,3,F
CYR-031694,2,T
CYR-031700,0,T
CYR-031717,0,T
CYR-031731,12,F
CYR-031748,2,F
CYR-031755,1,F
CYR-031762,3,F
CYR-031908,11,F
D-058031,0,T
D-058048,0,T
D-082425,245,F
D-096590,110,F
D-096682,20,F
D-096699,402,F
D-100907,0,T
D-540017,0,T
D-550023,31,F
D-700374,29,F
D-700473,14,F
D-700534,0,F
D-700558,3,F
D-700718,286,F
D-700732,97,F
D-700770,0,T
D-701449,0,T
D-701494,0,F
D-701562,0,T
D-701647,0,T
D-701708,72,F
D-701715,0,T
D-701722,0,T
D-701739,0,T
D-701753,0,T
D-701760,0,T
D-701777,0,T
D-701807,0,T
D-701821,106,F
D-701838,40,F
D-701890,19,F
D-702026,5,F
D-852424,0,T
D-852431,0,T
D-860016,63,F
D-870022,190,F
D-880038,286,F
D-882209,69,F
D-883190,0,T
D-897890,31,F
D-897906,0,F
D-897913,0,T
D-957518,76,F
DC-019732,0,F
DC-019749,1,F
DC-019756,1,F
DC-019763,6,F
DC-019848,2,F
DC-019855,1,F
DC-019862,3,F
DC-019879,5,F
DC-019909,4,F
DC-019916,12,F
DC-019923,7,F
DC-019930,6,F
DEEVA-008057,0,T
DEEVA-008064,0,T
DEEVA-008071,0,T
DEEVA-008088,0,T
DEEVA-008095,0,T
DEEVA-008101,0,T
DEEVA-008118,0,T
DEEVA-008125,0,T
DEEVA-008149,0,T
DEEVA-008163,0,F
DEEVA-008170,0,T
DEEVA-008187,0,T
DEEVA-008194,0,T
DEEVA-008200,0,T
DEEVA-008316,0,T
DEEVA-008347,0,T
DEEVA-008354,0,T
DEEVA-008361,0,T
DEEVA-008378,0,T
DEEVA-008385,0,T
DEEVA-008392,0,T
DEEVA-008408,0,T
DEEVA-008415,0,T
DEEVA-008422,0,T
DEEVA-008439,0,F
DEEVA-008446,0,F
DEEVA-008460,0,T
DEEVA-008477,0,T
DEEVA-008484,0,T
DEEVA-008491,0,T
DEEVA-008514,21,F
DEEVA-008538,13,F
DEEVA-008552,0,T
DEEVA-008569,11,T
DEEVA-008583,0,T
DEEVA-008590,104,F
DEEVA-008606,0,T
DEEVA-008613,0,T
DEEVA-008620,0,T
DEEVA-008637,19,F
DEEVA-008644,0,T
DIV-001928,0,T
DJ-0100-01-CD,0,T
DJ-0100-02-CD,0,T
DJ-0101-05-CD,0,T
DJ-0101-06-CD,0,T
DJ-0102-13-CD,0,T
DJ-0102-14-CD,0,T
DJ-0102-20-CD,0,T
DJ-0102-23-CD,0,T
DJ-0102-25-CD,0,T
DJ-0102-26-CD,0,T
DJ-0102-28-BX,0,T
DJ-0102-28-CD,0,T
DJ-0102-29-BX,0,T
DJ-0102-29-CD,0,T
DJ-0102-40-BX,0,F
DJ-0102-40-CD,0,T
DJ-0102-41-BX,9,F
DJ-0102-41-CD,0,T
DJ-0102-43-CD,0,T
DJ-0102-44-CD,0,T
DJ-0102-46-CD,0,T
DJ-0102-50-BX,0,T
DJ-0102-51-BX,0,T
DJ-0102-52-BX,0,T
DJ-0102-53-BX,0,T
DJ-0103-01-BX,0,T
DJ-0103-01-CD,0,T
DJ-0103-02-BX,0,T
DJ-0103-02-CD,0,T
DJ-0103-05-BX,0,T
DJ-0103-05-CD,0,T
DJ-0103-06-BX,0,T
DJ-0103-06-CD,0,T
DJ-0103-10-BX,41,F
DJ-0103-10-CD,0,T
DJ-0103-11-BX,0,T
DJ-0103-20-BX,0,T
DJ-0103-23-BX,0,T
DJ-0103-26-BX,0,T
DJ-0103-27-CD,0,T
DJ-0103-28-CD,0,T
DJ-0103-29-BX,0,T
DJ-0103-30-BX,0,T
DJ-0103-31-BX,0,T
DJ-0103-32-BX,0,T
DJ-0103-33-BX,0,T
DJ-0103-35-BX,0,T
DJ-0103-36-BX,0,T
DJ-0103-40-BX,0,T
DJ-0103-41-BX,0,T
DJ-0103-42-BX,0,T
DJ-0103-43-BX,0,T
DJ-0103-44-BX,0,T
DJ-0103-45-BX,0,T
DJ-0103-46-BX,0,T
DJ-0103-47-BX,0,T
DJ-0103-48-BX,0,T
DJ-0103-49-BX,0,T
DJ-0103-50-BX,0,T
DJ-0103-51-BX,0,T
DJ-0103-52-BX,0,T
DJ-0103-53-BX,0,T
DJ-0103-54-BX,0,T
DJ-0103-55-BX,0,T
DJ-0103-56-BX,0,T
DJ-0103-57-BX,0,T
DJ-0105-01-BX,0,T
DJ-0105-01-CD,0,T
DJ-0105-03-CD,0,T
DJ-0105-04-CD,0,T
DJ-0105-06-CD,0,T
DJ-0105-07-CD,0,T
DJ-0105-10-CD,0,T
DJ-0105-11-BX,0,T
DJ-0105-12-BX,4,T
DJ-0105-13-BX,0,T
DJ-0105-14-BX,0,T
DJ-0105-15-BX,0,T
DJ-0105-16-BX,0,T
DJ-0106-01-BX,0,F
DJ-0106-01-CD,0,T
DJ-0106-02-BX,20,F
DJ-0106-02-CD,0,T
DJ-0107-01-BX,0,T
DJ-0107-01-CD,0,T
DJ-0107-02-BX,0,T
DJ-0107-02-CD,0,T
DJ-0107-03-BX,0,T
DJ-0107-03-CD,0,T
DJ-0107-04-BX,0,T
DJ-0107-04-CD,0,T
DJ-0107-05-BX,0,T
DJ-0107-05-CD,0,T
DJ-0107-06-BX,0,T
DJ-0107-06-CD,0,T
DJ-0108-01-BX,19,F
DJ-0108-01-CD,0,T
DJ-0108-02-CD,0,T
DJ-0108-10-BX,0,T
DJ-0108-10-CD,0,T
DJ-0108-11-BX,5,F
DJ-0108-11-CD,0,T
DJ-0108-12-BX,0,F
DJ-0108-13-BX,23,F
DJ-0109-01-BX,9,F
DJ-0109-02-BX,0,F
DJ-0109-03-BX,10,F
DJ-0109-04-BX,13,F
DJ-0110-02-CD,0,T
DJ-0110-09-CD,0,T
DJ-0110-10-CD,0,T
DJ-0125-01-BX,5,F
DJ-0125-02-BX,5,F
DJ-0125-03-BX,3,F
DJ-0125-04-BX,8,F
DJ-0125-05-BX,4,F
DJ-0125-06-BX,5,F
DJ-0125-10-BX,10,F
DJ-0125-11-BX,3,F
DJ-0125-12-BX,7,F
DJ-0125-13-BX,8,F
DJ-0125-14-BX,4,F
DJ-0125-15-BX,6,F
DJ-0125-30-BX,6,F
DJ-0125-31-BX,9,F
DJ-0125-32-BX,1,F
DJ-0125-33-BX,6,F
DJ-0125-34-BX,7,F
DJ-0125-35-BX,9,F
DJ-0125-40-BX,10,F
DJ-0125-42-BX,9,F
DJ-0126-01-BX,0,F
DJ-0126-02-BX,4,F
DJ-0126-03-BX,2,F
DJ-0126-04-BX,6,F
DJ-0126-05-BX,4,F
DJ-0126-06-BX,5,F
DJ-0127-01-BX,6,F
DJ-0127-02-BX,8,F
DJ-0127-03-BX,13,F
DJ-0127-04-BX,13,F
DJ-0200-00-CD,3,F
DJ-0201-00-CD,24,F
DJ-0205-00-CD,0,T
DJ-0210-00-CD,14,F
DJ-0210-01-CD,0,F
DJ-0211-00-CD,0,T
DJ-0211-01-CD,6,F
DJ-0212-01-CD,19,F
DJ-0212-02-CD,0,T
DJ-0212-03-CD,0,F
DJ-0212-04-CD,0,T
DJ-0213-00-BX,0,T
DJ-0220-00-CD,0,T
DJ-0225-01-CD,0,T
DJ-0225-02-CD,1,F
DJ-0225-03-CD,19,F
DJ-0225-04-CD,0,T
DJ-0225-05-CD,0,T
DJ-0225-06-CD,0,F
DJ-0225-07-CD,0,T
DJ-0225-08-CD,0,T
DJ-0228-01-CD,36,F
DJ-0228-02-CD,13,T
DJ-0228-03-BX,0,T
DJ-0228-04-CD,0,T
DJ-0232-00-CD,0,T
DJ-0236-01-BU,23,F
DJ-0236-02-BU,0,T
DJ-0236-03-BU,0,T
DJ-0236-10-CD,13,F
DJ-0236-11-CD,22,F
DJ-0242-05-BX,0,T
DJ-0242-07-BX,0,T
DJ-0242-08-BX,0,T
DJ-0242-10-BX,0,T
DJ-0242-11-BX,0,T
DJ-0242-13-BX,0,T
DJ-0242-15-BX,0,T
DJ-0242-20-BX,0,T
DJ-0242-21-BX,0,T
DJ-0242-22-BX,0,T
DJ-0242-23-BX,0,T
DJ-0242-24-BX,0,T
DJ-0242-25-BX,0,T
DJ-0243-01-CD,0,T
DJ-0243-02-CD,0,T
DJ-0243-04-CD,17,F
DJ-0244-01-CD,0,T
DJ-0244-02-CD,0,T
DJ-0244-03-CD,0,T
DJ-0244-04-CD,0,T
DJ-0244-05-CD,0,F
DJ-0244-06-CD,85,F
DJ-0244-07-CD,0,T
DJ-0244-09-CD,46,F
DJ-0244-10-CD,17,F
DJ-0244-12-CD,0,T
DJ-0244-13-CD,0,T
DJ-0244-20-CD,0,T
DJ-0244-24-CD,24,F
DJ-0244-27-CD,6,F
DJ-0244-30-CD,0,T
DJ-0244-32-CD,0,T
DJ-0244-33-CD,0,T
DJ-0244-36-BX,0,T
DJ-0244-48-CD,0,T
DJ-0244-49-CD,0,T
DJ-0244-50-CD,0,T
DJ-0244-52-CD,0,T
DJ-0244-53-CD,12,F
DJ-0244-55-CD,0,T
DJ-0244-56-CD,20,F
DJ-0244-58-CD,0,T
DJ-0244-59-CD,6,F
DJ-0245-01-CD,0,T
DJ-0245-02-CD,2,F
DJ-0245-03-BX,0,T
DJ-0246-00-CD,0,T
DJ-0247-01-CD,0,T
DJ-0247-03-CD,0,F
DJ-0247-04-CD,34,F
DJ-0248-00-CD,0,T
DJ-0249-01-CD,46,F
DJ-0249-02-CD,13,T
DJ-0254-00-CD,0,T
DJ-0255-27-CD,0,T
DJ-0256-00-CD,0,T
DJ-0258-00-CD,6,F
DJ-0260-00-BU,0,T
DJ-0261-01-CD,0,T
DJ-0262-01-CD,12,T
DJ-0263-01-CD,0,F
DJ-0263-02-CD,0,F
DJ-0264-01-CD,23,F
DJ-0266-01-CD,3,F
DJ-0266-02-CD,4,F
DJ-0268-00-CD,0,F
DJ-0268-01-CD,18,F
DJ-0269-00-CD,0,T
DJ-0269-01-CD,0,T
DJ-0270-00-CD,0,T
DJ-0270-02-CD,5,F
DJ-0270-04-CD,15,F
DJ-0270-05-CD,0,T
DJ-0270-06-CD,11,F
DJ-0270-07-CD,6,F
DJ-0270-08-CD,6,F
DJ-0270-09-CD,14,F
DJ-0270-10-CD,3,F
DJ-0270-11-CD,16,F
DJ-0270-12-CD,14,F
DJ-0270-15-CD,0,F
DJ-0270-16-CD,5,F
DJ-0270-17-CD,8,F
DJ-0270-18-CD,1,F
DJ-0270-20-CD,3,F
DJ-0270-21-CD,0,T
DJ-0270-22-CD,0,T
DJ-0270-23-CD,0,T
DJ-0270-24-CD,23,F
DJ-0270-25-CD,3,F
DJ-0270-26-CD,1,F
DJ-0270-27-CD,6,F
DJ-0270-28-CD,14,F
DJ-0270-29-CD,3,F
DJ-0270-30-CD,0,T
DJ-0270-31-CD,0,T
DJ-0270-32-CD,0,T
DJ-0270-33-CD,9,F
DJ-0270-34-CD,0,T
DJ-0270-35-CD,0,F
DJ-0270-36-CD,0,T
DJ-0270-37-CD,0,T
DJ-0270-38-CD,9,F
DJ-0270-39-CD,0,F
DJ-0270-40-CD,4,F
DJ-0270-41-CD,14,F
DJ-0270-42-CD,0,F
DJ-0270-43-CD,5,F
DJ-0270-44-CD,8,F
DJ-0270-45-CD,17,F
DJ-0270-46-CD,9,F
DJ-0270-47-CD,3,F
DJ-0270-48-CD,0,F
DJ-0270-49-CD,6,F
DJ-0270-50-CD,0,F
DJ-0270-51-CD,1,F
DJ-0270-53-CD,23,F
DJ-0270-54-CD,2,F
DJ-0270-56-CD,22,F
DJ-0270-57-CD,2,F
DJ-0270-60-CD,0,T
DJ-0271-01-BX,24,F
DJ-0271-02-BX,20,F
DJ-0271-04-BX,0,T
DJ-0271-05-BX,0,T
DJ-0271-07-BX,12,F
DJ-0271-08-BX,0,T
DJ-0271-12-BX,0,T
DJ-0272-00-BX,0,F
DJ-0273-00-BX,0,T
DJ-0273-02-BX,0,F
DJ-0274-00-BX,53,F
DJ-0274-01-BX,0,T
DJ-0274-02-BX,0,T
DJ-0274-95-BU,68,F
DJ-0275-00-BX,14,F
DJ-0275-02-BX,6,F
DJ-0276-01-BX,20,F
DJ-0276-02-BX,0,F
DJ-0276-03-BX,0,T
DJ-0276-04-BX,10,F
DJ-0276-05-BX,0,T
DJ-0276-06-BX,10,F
DJ-0276-20-BX,0,T
DJ-0276-21-BX,0,F
DJ-0276-22-BX,0,T
DJ-0276-23-BX,0,F
DJ-0276-24-BX,0,T
DJ-0276-25-BX,13,F
DJ-0276-30-BX,4,T
DJ-0276-31-BX,0,T
DJ-0276-32-BX,0,T
DJ-0276-33-BX,0,T
DJ-0276-34-BX,0,T
DJ-0276-35-BX,0,T
DJ-0276-36-BX,0,T
DJ-0276-37-BX,0,T
DJ-0276-38-BX,0,T
DJ-0278-01-CD,47,F
DJ-0278-02-CD,0,T
DJ-0278-03-CD,61,F
DJ-0278-04-CD,2,F
DJ-0278-05-CD,8,F
DJ-0278-06-CD,0,F
DJ-0278-07-CD,0,T
DJ-0278-10-BX,0,T
DJ-0278-11-BX,5,T
DJ-0279-01-CD,0,T
DJ-0279-02-CD,0,F
DJ-0279-03-CD,0,T
DJ-0279-04-CD,0,T
DJ-0279-05-CD,0,T
DJ-0279-06-CD,67,F
DJ-0279-09-CD,0,T
DJ-0279-10-CD,4,F
DJ-0279-18-CD,0,F
DJ-0279-19-CD,29,F
DJ-0279-20-CD,90,F
DJ-0279-21-CD,18,F
DJ-0279-22-CD,0,T
DJ-0279-23-CD,24,F
DJ-0279-31-CD,0,T
DJ-0279-32-CD,0,T
DJ-0279-33-CD,48,F
DJ-0280-03-CD,0,T
DJ-0283-01-CD,0,T
DJ-0283-02-CD,5,F
DJ-0283-10-CD,92,F
DJ-0283-11-CD,21,F
DJ-0283-12-CD,48,F
DJ-0283-20-CD,0,F
DJ-0283-21-CD,0,F
DJ-0283-22-CD,0,F
DJ-0283-25-CD,41,F
DJ-0283-26-CD,44,F
DJ-0283-27-CD,0,F
DJ-0284-01-CD,46,F
DJ-0284-02-CD,0,F
DJ-0285-01-CD,97,F
DJ-0285-02-CD,46,F
DJ-0286-01-CD,0,T
DJ-0286-02-CD,0,F
DJ-0287-01-CD,137,F
DJ-0287-02-CD,38,F
DJ-0287-03-CD,3,F
DJ-0287-04-CD,0,F
DJ-0287-50-CD,18,F
DJ-0288-01-CD,91,F
DJ-0288-02-CD,0,T
DJ-0288-03-CD,0,T
DJ-0288-04-CD,0,T
DJ-0288-05-BX,0,F
DJ-0288-06-BX,0,F
DJ-0288-07-BX,0,F
DJ-0288-08-BX,5,F
DJ-0288-12-CD,18,F
DJ-0289-01-CD,0,F
DJ-0289-02-CD,0,T
DJ-0289-03-CD,0,T
DJ-0289-04-CD,0,T
DJ-0289-05-CD,0,T
DJ-0289-06-CD,13,F
DJ-0290-01-CD,0,T
DJ-0290-03-CD,0,T
DJ-0290-06-CD,0,T
DJ-0290-07-CD,6,F
DJ-0290-08-CD,0,F
DJ-0292-07-BX,0,T
DJ-0292-08-BX,0,T
DJ-0292-15-BX,0,T
DJ-0292-17-BX,0,T
DJ-0292-19-BX,0,T
DJ-0292-21-BX,0,T
DJ-0292-26-BX,0,T
DJ-0292-27-BX,0,T
DJ-0292-28-BX,0,T
DJ-0292-42-BX,0,T
DJ-0292-43-BX,0,T
DJ-0292-50-BX,0,T
DJ-0292-51-BX,0,T
DJ-0292-52-BX,0,T
DJ-0292-60-BX,0,T
DJ-0292-61-BX,0,T
DJ-0295-01-CD,0,T
DJ-0302-00-CD,0,T
DJ-0317-00-CD,0,T
DJ-0340-03-BX,1,F
DJ-0340-04-BX,0,F
DJ-0340-06-BX,0,T
DJ-0340-10-BX,0,T
DJ-0340-11-BX,0,T
DJ-0340-12-BX,0,T
DJ-0340-20-BX,29,F
DJ-0340-23-BX,0,T
DJ-0343-10-BX,0,T
DJ-0343-11-BX,0,T
DJ-0346-01-CD,0,T
DJ-0350-00-BX,0,T
DJ-0351-05-BX,0,T
DJ-0351-06-BX,0,T
DJ-0351-07-BX,0,T
DJ-0351-08-BX,0,T
DJ-0351-09-BX,0,T
DJ-0351-10-BX,0,T
DJ-0352-03-BX,0,T
DJ-0356-02-CD,0,T
DJ-0357-21-BX,0,T
DJ-0358-01-BX,0,T
DJ-0358-02-BX,18,F
DJ-0358-03-BX,0,T
DJ-0358-04-BX,0,T
DJ-0362-00-CD,0,T
DJ-0371-01-CD,0,T
DJ-0371-02-CD,0,T
DJ-0375-01-CD,0,T
DJ-0375-02-CD,5,T
DJ-0375-03-CD,0,F
DJ-0375-04-CD,0,T
DJ-0375-05-CD,0,T
DJ-0376-01-BX,16,F
DJ-0376-02-BX,0,T
DJ-0376-03-BX,12,F
DJ-0376-05-BX,0,T
DJ-0376-07-BX,0,T
DJ-0376-14-BU,0,T
DJ-0377-03-BX,0,T
DJ-0399-08-CD,17,F
DJ-0399-09-CD,21,F
DJ-0399-10-CD,49,F
DJ-0400-00-CD,0,T
DJ-0400-01-CD,0,T
DJ-0400-02-CD,0,T
DJ-0400-03-CD,9,F
DJ-0401-00-CD,0,T
DJ-0418-01-CD,9,F
DJ-0418-02-CD,0,T
DJ-0418-03-CD,0,F
DJ-0420-00-CD,0,T
DJ-0430-01-BX,0,T
DJ-0430-01-CD,0,T
DJ-0430-02-CD,0,T
DJ-0430-03-CD,0,T
DJ-0430-04-CD,0,T
DJ-0432-00-CD,0,T
DJ-0504-00-CD,0,T
DJ-0510-00-CD,0,T
DJ-0600-01-BX,0,T
DJ-0603-00-BX,0,T
DJ-0607-01-BX,0,T
DJ-0615-02-BX,0,T
DJ-0616-00-BX,31,F
DJ-0617-01-BX,0,T
DJ-0618-01-BX,8,F
DJ-0620-00-BX,0,T
DJ-0630-00-BX,0,T
DJ-0644-00-BX,0,T
DJ-0655-01-BX,69,F
DJ-0655-05-BX,0,T
DJ-0655-06-BX,0,T
DJ-0655-07-BX,0,T
DJ-0655-09-BX,0,T
DJ-0658-01-CD,0,T
DJ-0659-00-BX,0,T
DJ-0661-01-CD,0,T
DJ-0661-02-CD,0,F
DJ-0682-01-BX,0,T
DJ-0682-02-BX,7,T
DJ-0682-03-BX,0,T
DJ-0682-20-CD,95,F
DJ-0683-01-BX,0,T
DJ-0683-02-BX,7,F
DJ-0683-03-BX,0,T
DJ-0683-04-BX,44,F
DJ-0683-05-BX,5,F
DJ-0683-06-BX,3,F
DJ-0683-07-BX,0,T
DJ-0683-08-BX,0,T
DJ-0683-09-BX,0,T
DJ-0683-10-BX,0,F
DJ-0683-12-BX,0,T
DJ-0683-50-BX,7,F
DJ-0683-51-BX,32,F
DJ-0683-52-BX,39,F
DJ-0683-95-BU,14,F
DJ-0684-03-CD,0,F
DJ-0684-20-BX,2,F
DJ-0684-25-BX,24,F
DJ-0684-30-BX,0,T
DJ-0684-31-BX,0,T
DJ-0684-32-BX,0,T
DJ-0684-33-BX,0,T
DJ-0690-01-BX,35,F
DJ-0690-02-BX,0,T
DJ-0690-04-BX,22,F
DJ-0690-05-BX,8,F
DJ-0690-07-BX,23,F
DJ-0690-08-BX,0,T
DJ-0690-09-BX,0,T
DJ-0690-11-BX,0,T
DJ-0690-12-BX,0,T
DJ-0690-13-BX,0,T
DJ-0690-20-BX,0,T
DJ-0690-21-BX,0,T
DJ-0690-23-BX,0,T
DJ-0690-24-BX,0,F
DJ-0690-30-BX,4,F
DJ-0690-31-BX,13,F
DJ-0690-40-BX,13,F
DJ-0690-41-BX,8,F
DJ-0691-01-BX,40,F
DJ-0691-02-BX,0,T
DJ-0692-01-BX,0,T
DJ-0692-05-BX,8,F
DJ-0693-01-BX,0,T
DJ-0693-02-BX,0,T
DJ-0693-03-BX,2,T
DJ-0693-10-BX,0,T
DJ-0693-11-BX,0,T
DJ-0693-12-BX,0,T
DJ-0695-51-BU,0,T
DJ-0695-52-BU,0,T
DJ-0695-53-BU,0,F
DJ-0695-56-BU,161,T
DJ-0699-01-BX,22,F
DJ-0699-02-BX,21,F
DJ-0699-03-BX,0,F
DJ-0700-02-CD,15,F
DJ-0702-02-CD,0,T
DJ-0704-01-CD,0,T
DJ-0704-02-CD,0,T
DJ-0704-03-CD,0,T
DJ-0710-01-CD,0,T
DJ-0710-02-CD,0,T
DJ-0712-01-CD,0,T
DJ-0720-01-BX,47,F
DJ-0720-02-BX,10,F
DJ-0720-03-BX,46,F
DJ-0720-04-BX,0,F
DJ-0720-05-BX,0,T
DJ-0720-06-BX,47,F
DJ-0730-01-BX,0,F
DJ-0730-02-BX,2,F
DJ-0730-03-BX,22,F
DJ-0730-04-BX,15,T
DJ-0730-05-BX,15,T
DJ-0735-01-BX,22,F
DJ-0735-02-BX,2,F
DJ-0735-03-BX,7,F
DJ-0735-95-BU,0,F
DJ-0840-01-BX,18,F
DJ-0841-02-BX,0,T
DJ-0856-01-CD,0,T
DJ-0857-01-CD,0,T
DJ-0857-02-CD,0,T
DJ-0858-00-BX,0,T
DJ-0860-01-BX,0,F
DJ-0860-02-BX,0,T
DJ-0861-01-BX,0,T
DJ-0900-01-CD,0,T
DJ-0900-02-CD,0,T
DJ-0901-02-CD,0,T
DJ-0901-04-CD,21,F
DJ-0901-05-CD,22,F
DJ-0901-07-CD,44,F
DJ-0901-12-CD,0,T
DJ-0902-01-BX,0,T
DJ-0902-02-BX,0,T
DJ-0902-05-BX,0,T
DJ-0904-01-BX,0,T
DJ-0904-02-BX,0,T
DJ-0905-02-BX,0,T
DJ-0905-07-BX,0,T
DJ-0905-08-BX,0,T
DJ-0906-00-BX,20,F
DJ-0906-01-BX,0,T
DJ-0906-02-BX,0,T
DJ-0906-03-BX,0,T
DJ-0906-10-BX,0,T
DJ-0915-03-BX,0,T
DJ-0915-04-BX,0,T
DJ-0915-15-BX,0,T
DJ-0915-16-BX,0,T
DJ-0916-01-BX,1,F
DJ-0916-02-BX,14,F
DJ-0916-03-BX,48,F
DJ-0919-01-BX,0,T
DJ-0919-02-BX,0,T
DJ-0919-05-BX,0,T
DJ-0919-06-BX,0,T
DJ-0921-01-BX,0,T
DJ-0924-01-BX,0,T
DJ-0925-02-BX,0,T
DJ-0925-03-BX,0,T
DJ-0926-01-BX,0,F
DJ-0926-02-BX,0,T
DJ-0926-03-BX,2,F
DJ-0928-02-BX,0,T
DJ-0929-00-BX,0,T
DJ-0930-00-BX,0,T
DJ-0930-01-BX,0,T
DJ-0932-02-BX,0,T
DJ-0935-01-BX,0,T
DJ-0937-01-BX,0,T
DJ-0939-01-BX,0,T
DJ-0949-00-BX,0,T
DJ-0949-01-BX,0,T
DJ-0949-02-BX,19,F
DJ-0949-03-BX,38,F
DJ-0949-04-BX,0,T
DJ-0949-08-BX,0,T
DJ-0949-09-BX,0,T
DJ-0951-00-BX,0,T
DJ-0951-03-BX,0,T
DJ-0951-10-BX,0,T
DJ-0951-11-BX,0,T
DJ-0951-12-BX,14,T
DJ-0951-13-BX,70,F
DJ-0951-14-BX,47,F
DJ-0951-15-BX,0,T
DJ-0951-16-BX,48,F
DJ-0954-01-CD,0,T
DJ-0954-02-CD,0,T
DJ-0963-01-BX,0,T
DJ-0964-02-BX,0,T
DJ-0965-01-CD,0,T
DJ-0970-02-CD,0,T
DJ-0974-01-CD,0,T
DJ-0976-02-CD,68,F
DJ-0978-02-CD,0,T
DJ-0978-05-CD,0,T
DJ-0978-06-CD,0,T
DJ-0980-01-CD,0,T
DJ-0981-01-CD,0,T
DJ-0983-01-CD,13,F
DJ-0984-01-CD,0,T
DJ-0984-02-CD,0,T
DJ-0986-01-CD,0,T
DJ-0987-01-BX,0,T
DJ-0990-05-BX,31,F
DJ-0990-06-BX,15,F
DJ-0995-01-BX,21,F
DJ-0995-03-BX,0,T
